# Example CSV file - Passing temperature cure run
# Job: Powder coat cure batch 001
# Equipment: PMT Sensor Array
# Date: 2024-01-15
timestamp,pmt_sensor_1,pmt_sensor_2
2024-01-15T10:00:00Z,165.2,164.8
2024-01-15T10:00:30Z,170.5,169.9
2024-01-15T10:01:00Z,175.8,175.2
2024-01-15T10:01:30Z,179.1,178.7
2024-01-15T10:02:00Z,181.3,180.9
2024-01-15T10:02:30Z,182.5,182.1
2024-01-15T10:03:00Z,183.2,182.8
2024-01-15T10:03:30Z,183.0,182.6
2024-01-15T10:04:00Z,182.8,182.4
2024-01-15T10:04:30Z,182.6,182.2
2024-01-15T10:05:00Z,182.4,182.0
2024-01-15T10:05:30Z,182.2,181.8
2024-01-15T10:06:00Z,182.0,181.6
2024-01-15T10:06:30Z,181.8,181.4
2024-01-15T10:07:00Z,181.6,181.2
2024-01-15T10:07:30Z,181.4,181.0
2024-01-15T10:08:00Z,181.2,180.8
2024-01-15T10:08:30Z,181.0,180.6
2024-01-15T10:09:00Z,180.8,180.4
2024-01-15T10:09:30Z,180.6,180.2
2024-01-15T10:10:00Z,180.4,180.0
2024-01-15T10:10:30Z,180.2,179.8
2024-01-15T10:11:00Z,180.0,179.6
2024-01-15T10:11:30Z,179.8,179.4
2024-01-15T10:12:00Z,179.6,179.2
