timestamp,temperature
0,140.0
30,140.0
60,140.0
90,140.0
120,140.0
150,140.0
180,140.0
210,140.0
240,140.0
270,140.0
300,140.0
330,140.0
360,140.0
390,140.0
420,140.0
450,140.0
480,140.0
510,140.0
540,140.0
570,140.0
600,140.0
630,139.39495798319328
660,138.78991596638656
690,138.18487394957984
720,137.57983193277312
750,136.9747899159664
780,136.36974789915968
810,135.76470588235293
840,135.1596638655462
870,134.5546218487395
900,133.94957983193277
930,133.34453781512605
960,132.73949579831933
990,132.1344537815126
1020,131.52941176470588
1050,130.92436974789916
1080,130.31932773109244
1110,129.71428571428572
1140,129.109243697479
1170,128.50420168067228
1200,127.89915966386555
1230,127.29411764705883
1260,126.6890756302521
1290,126.08403361344538
1320,125.47899159663865
1350,124.87394957983193
1380,124.26890756302521
1410,123.66386554621849
1440,123.05882352941177
1470,122.45378151260505
1500,121.84873949579833
1530,121.2436974789916
1560,120.63865546218487
1590,120.03361344537815
1620,119.42857142857143
1650,118.82352941176471
1680,118.21848739495799
1710,117.61344537815125
1740,117.00840336134453
1770,116.40336134453781
1800,115.7983193277311
1830,115.19327731092437
1860,114.58823529411765
1890,113.98319327731093
1920,113.37815126050421
1950,112.77310924369748
1980,112.16806722689076
2010,111.56302521008404
2040,110.95798319327731
2070,110.3529411764706
2100,109.74789915966386
2130,109.14285714285714
2160,108.53781512605042
2190,107.9327731092437
2220,107.32773109243698
2250,106.72268907563026
2280,106.11764705882354
2310,105.51260504201682
2340,104.9075630252101
2370,104.30252100840336
2400,103.69747899159664
2430,103.09243697478992
2460,102.4873949579832
2490,101.88235294117646
2520,101.27731092436974
2550,100.67226890756302
2580,100.0672268907563
2610,99.46218487394958
2640,98.85714285714286
2670,98.25210084033614
2700,97.64705882352942
2730,97.0420168067227
2760,96.43697478991598
2790,95.83193277310924
2820,95.22689075630252
2850,94.6218487394958
2880,94.01680672268907
2910,93.41176470588235
2940,92.80672268907563
2970,92.2016806722689
3000,91.59663865546219
3030,90.99159663865547
3060,90.38655462184875
3090,89.78151260504202
3120,89.1764705882353
3150,88.57142857142858
3180,87.96638655462185
3210,87.36134453781513
3240,86.75630252100841
3270,86.15126050420169
3300,85.54621848739495
3330,84.94117647058823
3360,84.33613445378151
3390,83.73109243697479
3420,83.12605042016807
3450,82.52100840336135
3480,81.91596638655463
3510,81.31092436974791
3540,80.70588235294119
3570,80.10084033613447
3600,79.49579831932773
3630,78.89075630252101
3660,78.28571428571429
3690,77.68067226890756
3720,77.07563025210084
3750,76.47058823529412
3780,75.8655462184874
3810,75.26050420168067
3840,74.65546218487395
3870,74.05042016806723
3900,73.44537815126051
3930,72.84033613445379
3960,72.23529411764706
3990,71.63025210084034
4020,71.02521008403362
4050,70.4201680672269
4080,69.81512605042018
4110,69.21008403361346
4140,68.60504201680672
4170,68.0
4200,68.0
4230,67.84924623115577
4260,67.69849246231156
4290,67.54773869346734
4320,67.39698492462311
4350,67.2462311557789
4380,67.09547738693468
4410,66.94472361809045
4440,66.79396984924622
4470,66.64321608040201
4500,66.49246231155779
4530,66.34170854271356
4560,66.19095477386935
4590,66.04020100502512
4620,65.8894472361809
4650,65.73869346733669
4680,65.58793969849246
4710,65.43718592964824
4740,65.28643216080403
4770,65.1356783919598
4800,64.98492462311557
4830,64.83417085427136
4860,64.68341708542714
4890,64.53266331658291
4920,64.3819095477387
4950,64.23115577889448
4980,64.08040201005025
5010,63.92964824120603
5040,63.77889447236181
5070,63.62814070351759
5100,63.47738693467337
5130,63.32663316582914
5160,63.175879396984925
5190,63.02512562814071
5220,62.87437185929648
5250,62.72361809045226
5280,62.57286432160804
5310,62.42211055276382
5340,62.2713567839196
5370,62.120603015075375
5400,61.969849246231156
5430,61.81909547738694
5460,61.66834170854271
5490,61.517587939698494
5520,61.366834170854275
5550,61.21608040201005
5580,61.06532663316583
5610,60.914572864321606
5640,60.76381909547739
5670,60.61306532663317
5700,60.462311557788944
5730,60.311557788944725
5760,60.1608040201005
5790,60.01005025125628
5820,59.85929648241206
5850,59.70854271356784
5880,59.55778894472362
5910,59.4070351758794
5940,59.256281407035175
5970,59.10552763819096
6000,58.95477386934674
6030,58.80402010050251
6060,58.653266331658294
6090,58.502512562814076
6120,58.35175879396985
6150,58.201005025125625
6180,58.050251256281406
6210,57.89949748743719
6240,57.74874371859296
6270,57.597989949748744
6300,57.447236180904525
6330,57.2964824120603
6360,57.14572864321608
6390,56.99497487437186
6420,56.84422110552764
6450,56.69346733668342
6480,56.5427135678392
6510,56.391959798994975
6540,56.24120603015076
6570,56.09045226130654
6600,55.93969849246231
6630,55.78894472361809
6660,55.63819095477387
6690,55.48743718592965
6720,55.336683417085425
6750,55.185929648241206
6780,55.03517587939699
6810,54.88442211055276
6840,54.733668341708544
6870,54.582914572864325
6900,54.4321608040201
6930,54.28140703517588
6960,54.13065326633166
6990,53.97989949748744
7020,53.82914572864322
7050,53.678391959799
7080,53.527638190954775
7110,53.37688442211055
7140,53.22613065326633
7170,53.07537688442211
7200,52.92462311557789
7230,52.77386934673367
7260,52.62311557788945
7290,52.472361809045225
7320,52.321608040201006
7350,52.17085427135679
7380,52.02010050251256
7410,51.869346733668344
7440,51.718592964824126
7470,51.5678391959799
7500,51.41708542713568
7530,51.26633165829146
7560,51.11557788944724
7590,50.96482412060301
7620,50.814070351758794
7650,50.663316582914575
7680,50.51256281407035
7710,50.36180904522613
7740,50.21105527638191
7770,50.06030150753769
7800,49.90954773869347
7830,49.75879396984925
7860,49.608040201005025
7890,49.45728643216081
7920,49.30653266331659
7950,49.15577889447236
7980,49.005025125628144
8010,48.854271356783926
8040,48.7035175879397
8070,48.552763819095475
8100,48.402010050251256
8130,48.25125628140704
8160,48.10050251256281
8190,47.949748743718594
8220,47.798994974874375
8250,47.64824120603015
8280,47.49748743718593
8310,47.34673366834171
8340,47.19597989949749
8370,47.04522613065327
8400,46.89447236180905
8430,46.743718592964825
8460,46.59296482412061
8490,46.44221105527639
8520,46.29145728643216
8550,46.14070351758794
8580,45.98994974874372
8610,45.8391959798995
8640,45.688442211055275
8670,45.537688442211056
