timestamp,sensor_1,sensor_2,sensor_3
2024-01-01T10:00:00Z,25.0,25.16458504950248,24.846419834141848
2024-01-01T10:00:10Z,25.563050847457628,25.66989812326926,25.99802712773982
2024-01-01T10:00:20Z,26.126101694915253,25.99955894911656,26.241975225761557
2024-01-01T10:00:30Z,26.68915254237288,26.59805409845325,26.509354444596482
2024-01-01T10:00:40Z,27.25220338983051,27.346450244580037,27.163049882930476
2024-01-01T10:00:50Z,27.815254237288137,28.11005846270586,27.611272413853946
2024-01-01T10:01:00Z,28.37830508474576,28.38995241836113,28.206905911296758
2024-01-01T10:01:10Z,28.94135593220339,29.08192663674527,28.713637200065243
2024-01-01T10:01:20Z,29.504406779661018,29.194956034499885,29.148646329365416
2024-01-01T10:01:30Z,30.067457627118642,30.34551192310374,30.51074736789382
2024-01-01T10:01:40Z,30.63050847457627,30.581898607195203,30.439527509898884
2024-01-01T10:01:50Z,31.1935593220339,31.140027399841966,31.016531430574766
2024-01-01T10:02:00Z,31.756610169491523,31.891138090027873,31.95205764628915
2024-01-01T10:02:10Z,32.319661016949155,32.10007251319884,32.06291283697589
2024-01-01T10:02:20Z,32.88271186440678,32.63125612112426,33.0471535693066
2024-01-01T10:02:30Z,33.445762711864404,33.782720282293006,33.49588820251869
2024-01-01T10:02:40Z,34.008813559322036,34.274455552226875,34.03378765808817
2024-01-01T10:02:50Z,34.57186440677966,34.92018547322643,34.39788873441928
2024-01-01T10:03:00Z,35.134915254237285,35.04114488258491,34.91415362056717
2024-01-01T10:03:10Z,35.69796610169492,35.73262064092767,35.963842496726805
2024-01-01T10:03:20Z,36.26101694915254,36.13220821527521,36.300515882972405
2024-01-01T10:03:30Z,36.824067796610166,36.79691613421879,36.85754819301947
2024-01-01T10:03:40Z,37.3871186440678,37.47906021271681,37.453999676794886
2024-01-01T10:03:50Z,37.95016949152542,38.098853824606145,37.79991620530795
2024-01-01T10:04:00Z,38.51322033898305,38.600477438016284,38.66544488650583
2024-01-01T10:04:10Z,39.07627118644068,39.44474553007612,38.86092477157796
2024-01-01T10:04:20Z,39.6393220338983,39.649477126078665,40.03144528411365
2024-01-01T10:04:30Z,40.202372881355934,40.17949829010038,40.18120075410144
2024-01-01T10:04:40Z,40.76542372881356,41.51520684820579,41.07943348305828
2024-01-01T10:04:50Z,41.32847457627119,41.31929275262176,41.336756605847064
2024-01-01T10:05:00Z,41.891525423728815,41.843551568605065,42.06945065032488
2024-01-01T10:05:10Z,42.45457627118644,42.606693475826376,42.23467507302645
2024-01-01T10:05:20Z,43.01762711864407,42.643071950908514,43.52545747326098
2024-01-01T10:05:30Z,43.580677966101696,43.35871525802402,43.32960464157495
2024-01-01T10:05:40Z,44.14372881355932,44.06916014882168,44.11684837706393
2024-01-01T10:05:50Z,44.70677966101695,44.54387979911519,44.989166708062044
2024-01-01T10:06:00Z,45.26983050847458,45.11542127766158,45.191221914105796
2024-01-01T10:06:10Z,45.8328813559322,45.49376455059044,45.661210768244906
2024-01-01T10:06:20Z,46.39593220338983,46.0973834122952,46.70189459350354
2024-01-01T10:06:30Z,46.95898305084746,47.103460561320745,47.088809562871575
2024-01-01T10:06:40Z,47.52203389830508,47.536352866151844,47.551582074768845
2024-01-01T10:06:50Z,48.085084745762714,48.142642272997534,47.50756067367936
2024-01-01T10:07:00Z,48.64813559322034,48.490451533353536,48.59111122616084
2024-01-01T10:07:10Z,49.21118644067796,49.43122543738168,48.939481235497276
2024-01-01T10:07:20Z,49.774237288135595,49.57277342067287,49.89634071780499
2024-01-01T10:07:30Z,50.33728813559322,50.07806553332113,50.47321925343282
2024-01-01T10:07:40Z,50.900338983050844,51.233780281057854,51.049510348729015
2024-01-01T10:07:50Z,51.463389830508476,51.699174755641955,51.72584629885698
2024-01-01T10:08:00Z,52.0264406779661,51.870433536530726,51.699563697452874
2024-01-01T10:08:10Z,52.589491525423725,52.33431854784683,52.432877900829524
2024-01-01T10:08:20Z,53.152542372881356,53.06138875233187,53.56241519875842
2024-01-01T10:08:30Z,53.71559322033899,53.55121279810008,53.44941412993142
2024-01-01T10:08:40Z,54.278644067796606,54.14634084726405,54.39968013401007
2024-01-01T10:08:50Z,54.84169491525424,54.80180830919389,54.834419256110955
2024-01-01T10:09:00Z,55.40474576271187,55.71212235703981,55.57169910596082
2024-01-01T10:09:10Z,55.96779661016949,55.85962856146212,55.83166496190561
2024-01-01T10:09:20Z,56.53084745762712,56.83064710842309,56.85750265616335
2024-01-01T10:09:30Z,57.09389830508474,56.98421010869891,56.775391185493106
2024-01-01T10:09:40Z,57.656949152542374,57.92846997974543,57.936859669683784
2024-01-01T10:09:50Z,58.22,58.00377725623044,58.36182932246601
2024-01-01T10:10:00Z,57.72,57.343015840320206,57.948648569264016
2024-01-01T10:10:10Z,57.72,57.978283529104594,57.526288763935135
2024-01-01T10:10:20Z,57.72,57.98476053140916,58.07133624928076
2024-01-01T10:10:30Z,57.72,57.88971690897564,57.79115427006313
2024-01-01T10:10:40Z,57.72,57.39849394638701,57.64962606409993
2024-01-01T10:10:50Z,57.72,57.737427072015095,57.45278743117443
2024-01-01T10:11:00Z,57.72,57.52754251790176,57.69779307176307
2024-01-01T10:11:10Z,57.72,57.44971021240376,57.64432835306618
2024-01-01T10:11:20Z,57.72,58.00658689691803,57.57940302575279
2024-01-01T10:11:30Z,57.72,57.622124407544,57.48312463562355
2024-01-01T10:11:40Z,57.72,58.0093336484187,57.926007516217
2024-01-01T10:11:50Z,57.72,57.7060931988266,57.74687230892857
2024-01-01T10:12:00Z,57.72,57.482258827651044,57.8839376390759
2024-01-01T10:12:10Z,57.72,57.97508552658339,57.53397244075468
2024-01-01T10:12:20Z,57.72,57.38074894389154,57.90203318684959
2024-01-01T10:12:30Z,57.72,58.03453070918541,57.65341374291405
2024-01-01T10:12:40Z,57.72,57.564776167872125,58.065213913713784
2024-01-01T10:12:50Z,57.72,57.9270587718711,57.95857117509758
2024-01-01T10:13:00Z,57.72,57.48020159446556,57.80550640554306
2024-01-01T10:13:10Z,57.72,58.05960798008118,58.16256976222553
2024-01-01T10:13:20Z,57.72,57.31017279929791,57.73018995355923
2024-01-01T10:13:30Z,57.72,57.35293012580447,57.466059193119946
2024-01-01T10:13:40Z,57.72,57.610533936772974,57.92611467074804
2024-01-01T10:13:50Z,57.72,57.87614503084385,57.60661272689118
2024-01-01T10:14:00Z,57.72,57.73626786384087,57.89694534235187
2024-01-01T10:14:10Z,57.72,57.807533555878436,57.481685957941075
2024-01-01T10:14:20Z,57.72,58.16026397693237,57.48184261589332
2024-01-01T10:14:30Z,57.72,57.59397044955977,57.52594506502111
2024-01-01T10:14:40Z,57.72,57.86916580534142,57.68461249091414
2024-01-01T10:14:50Z,57.72,57.892351773727,57.65768042758844
2024-01-01T10:15:00Z,57.72,57.598479871709124,57.826049500411166
2024-01-01T10:15:10Z,57.72,57.71378796422011,58.010007045681114
2024-01-01T10:15:20Z,57.72,57.76082487598209,57.98521240938926
2024-01-01T10:15:30Z,57.72,57.34707963117307,57.44388543701747
2024-01-01T10:15:40Z,57.72,58.00653234368776,57.611382139647084
