# ProofKit Example: Successful Powder Coat Cure - 180°C for 10 minutes
# Job: Premium automotive wheel coating batch PWC-2024-001
# Equipment: Dual PMT Sensor Array (TC-200 series)
# Date: 2024-01-15
# Description: Clean temperature ramp with adequate hold time at target temperature
# Expected Result: PASS - meets all cure requirements
timestamp,pmt_sensor_1,pmt_sensor_2
2024-01-15T10:00:00Z,25.2,25.1
2024-01-15T10:00:30Z,32.5,32.1
2024-01-15T10:01:00Z,45.8,45.2
2024-01-15T10:01:30Z,62.1,61.7
2024-01-15T10:02:00Z,78.3,77.9
2024-01-15T10:02:30Z,95.5,95.1
2024-01-15T10:03:00Z,112.2,111.8
2024-01-15T10:03:30Z,128.0,127.6
2024-01-15T10:04:00Z,142.8,142.4
2024-01-15T10:04:30Z,156.6,156.2
2024-01-15T10:05:00Z,168.4,168.0
2024-01-15T10:05:30Z,175.5,175.1
2024-01-15T10:06:00Z,179.8,179.4
2024-01-15T10:06:30Z,181.3,180.9
2024-01-15T10:07:00Z,182.5,182.1
2024-01-15T10:07:30Z,183.2,182.8
2024-01-15T10:08:00Z,183.0,182.6
2024-01-15T10:08:30Z,182.8,182.4
2024-01-15T10:09:00Z,182.6,182.2
2024-01-15T10:09:30Z,182.4,182.0
2024-01-15T10:10:00Z,182.2,181.8
2024-01-15T10:10:30Z,182.0,181.6
2024-01-15T10:11:00Z,181.8,181.4
2024-01-15T10:11:30Z,181.6,181.2
2024-01-15T10:12:00Z,181.4,181.0
2024-01-15T10:12:30Z,181.2,180.8
2024-01-15T10:13:00Z,181.0,180.6
2024-01-15T10:13:30Z,180.8,180.4
2024-01-15T10:14:00Z,180.6,180.2
2024-01-15T10:14:30Z,180.4,180.0
2024-01-15T10:15:00Z,180.2,179.8
2024-01-15T10:15:30Z,180.0,179.6
2024-01-15T10:16:00Z,179.8,179.4
2024-01-15T10:16:30Z,179.6,179.2
2024-01-15T10:17:00Z,179.4,179.0
2024-01-15T10:17:30Z,179.2,178.8
2024-01-15T10:18:00Z,179.0,178.6
2024-01-15T10:18:30Z,178.8,178.4
2024-01-15T10:19:00Z,178.6,178.2
2024-01-15T10:19:30Z,178.4,178.0
